"","RentRs","RentUSD","Posted.On","BHK","Size","Floor","Apt.Floor","Total.Floor","Area.Type","Area.Locality","City","Furnishing.Status","Tenant.Preferred","Bathroom","Point.of.Contact","Month.Num","Month"
"529",14000,168,2022-06-07,1,640,"6 out of 7",6,7,"Super Area","Mira Road","Mumbai","Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"530",60000,720,2022-06-20,1,650,"4 out of 7",4,7,"Super Area","Siddhivinayak, Bandra West","Mumbai","Unfurnished","Bachelors",1,"Contact Agent",6,"June"
"531",160000,1920,2022-06-20,2,800,"14 out of 14",14,14,"Carpet Area","parivar safalya chs","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"532",300000,3600,2022-07-07,4,1600,"43 out of 78",43,78,"Carpet Area","Trump Tower, Worli","Mumbai","Semi-Furnished","Bachelors/Family",5,"Contact Agent",7,"July"
"533",22000,264,2022-06-08,1,460,"2 out of 8",2,8,"Super Area","Sion","Mumbai","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"534",130000,1560,2022-07-07,4,1650,"13 out of 18",13,18,"Carpet Area","Ajmera Bhakti Park, Bhakti Park","Mumbai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",7,"July"
"535",33000,396,2022-06-02,1,480,"2 out of 4",2,4,"Carpet Area","Sion Hospital Colony","Mumbai","Semi-Furnished","Bachelors",2,"Contact Agent",6,"June"
"536",32000,384,2022-05-27,1,500,"1 out of 4",1,4,"Carpet Area","Sion","Mumbai","Furnished","Bachelors",2,"Contact Agent",5,"May"
"537",30000,360,2022-07-08,1,490,"2 out of 4",2,4,"Carpet Area","Sion East, Sion","Mumbai","Semi-Furnished","Bachelors",2,"Contact Agent",7,"July"
"538",49000,588,2022-06-12,1,620,"2 out of 3",2,3,"Super Area","Sai Palace Apartment, Vile Parle West","Mumbai","Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"539",28000,336,2022-05-10,2,518,"5 out of 12",5,12,"Carpet Area","Bhandup West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"540",33500,402,2022-05-13,2,700,"4 out of 7",4,7,"Carpet Area","Yogi Hills, Mulund West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",5,"May"
"541",85000,1020,2022-07-09,2,777,"18 out of 24",18,24,"Carpet Area","Hiranandani Castle Rock, Powai","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"542",35000,420,2022-07-06,2,650,"6 out of 7",6,7,"Carpet Area","Charkop","Mumbai","Unfurnished","Family",2,"Contact Agent",7,"July"
"543",270000,3240,2022-06-21,3,1800,"3 out of 7",3,7,"Carpet Area","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",6,"June"
"544",400000,4800,2022-07-04,5,2308,"17 out of 31",17,31,"Carpet Area","Runwal Elegante, Andheri West","Mumbai","Furnished","Family",5,"Contact Agent",7,"July"
"545",21000,252,2022-07-09,1,425,"11 out of 21",11,21,"Carpet Area","Godrej Tranquil, Kandivali East","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",7,"July"
"546",150000,1800,2022-05-25,2,890,"7 out of 19",7,19,"Carpet Area","Cuffe Parade","Mumbai","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"547",22000,264,2022-06-05,1,270,"14 out of 23",14,23,"Super Area","Mahim West","Mumbai","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"548",100000,1200,2022-07-01,2,850,"4 out of 7",4,7,"Carpet Area","Prabhadevi","Mumbai","Semi-Furnished","Bachelors",2,"Contact Agent",7,"July"
"549",60000,720,2022-07-09,2,888,"9 out of 20",9,20,"Carpet Area","Shapoorji Pallonji Vicinia, Chandivali","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"550",8000,96,2022-06-02,2,650,"Upper Basement out of 9",-1,9,"Carpet Area","Nakoda Heights, Nalasopara","Mumbai","Semi-Furnished","Family",2,"Contact Agent",6,"June"
"551",20000,240,2022-06-27,1,275,"19 out of 24",19,24,"Carpet Area","Worli","Mumbai","Unfurnished","Bachelors",1,"Contact Agent",6,"June"
"552",20000,240,2022-06-14,2,700,"3 out of 21",3,21,"Carpet Area","Man Opus, Kashimira","Mumbai","Semi-Furnished","Family",2,"Contact Agent",6,"June"
"553",25000,300,2022-06-20,1,375,"1 out of 22",1,22,"Super Area","Lal Baug","Mumbai","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"554",14000,168,2022-05-14,1,424,"3 out of 7",3,7,"Super Area","Malad East","Mumbai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"555",19411,232.932,2022-06-04,1,400,"8 out of 8",8,8,"Super Area","Goregaon West","Mumbai","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"556",23000,276,2022-06-11,1,450,"6 out of 12",6,12,"Carpet Area","Dheeraj Hill View Tower, Thakur Village, Kandivali East","Mumbai","Furnished","Bachelors/Family",1,"Contact Agent",6,"June"
"557",190000,2280,2022-07-09,4,2079,"4 out of 58",4,58,"Carpet Area","Bombay Dyeing Two ICC, Dadar East","Mumbai","Semi-Furnished","Bachelors/Family",5,"Contact Agent",7,"July"
"558",32000,384,2022-06-13,2,586,"Ground out of 4",1,4,"Super Area","Everard Nagar Co Operative Housing Society, Sion East","Mumbai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"559",68000,816,2022-05-04,2,610,"1 out of 5",1,5,"Carpet Area","shivsagar","Mumbai","Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"560",30000,360,2022-05-22,1,488,"Upper Basement out of 16",-1,16,"Carpet Area","Kyraa Ariso Apartment, Chembur","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"561",110000,1320,2022-05-31,3,1200,"60 out of 66",60,66,"Carpet Area","Lodha Azzuro , Parel","Mumbai","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5,"May"
"562",44000,528,2022-07-09,2,722,"34 out of 48",34,48,"Carpet Area","Sheth Montana, Mulund West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"563",20000,240,2022-05-25,1,450,"5 out of 8",5,8,"Carpet Area","Gokul Regency Apartment, Thakur Complex","Mumbai","Unfurnished","Bachelors/Family",1,"Contact Agent",5,"May"
"564",25000,300,2022-06-12,1,500,"2 out of 8",2,8,"Super Area","Ghatkopar West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"565",40000,480,2022-07-09,2,680,"5 out of 14",5,14,"Carpet Area","NG Royal Park, Kanjurmarg East","Mumbai","Furnished","Bachelors",2,"Contact Agent",7,"July"
"566",43000,516,2022-07-09,2,1150,"14 out of 40",14,40,"Carpet Area","Montana Giona, Moti Nagar","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",7,"July"
"567",44000,528,2022-06-22,2,830,"2 out of 2",2,2,"Carpet Area","Sapphire Heights, Lokhandwala Twp","Mumbai","Furnished","Bachelors",2,"Contact Agent",6,"June"
"568",75000,900,2022-05-23,1,550,"5 out of 7",5,7,"Carpet Area","Bandra West","Mumbai","Furnished","Bachelors/Family",1,"Contact Agent",5,"May"
"569",32000,384,2022-05-14,1,470,"6 out of 7",6,7,"Carpet Area","Central Area","Mumbai","Semi-Furnished","Family",2,"Contact Agent",5,"May"
"570",16000,192,2022-07-07,1,410,"9 out of 22",9,22,"Carpet Area","Mira Bhayandar","Mumbai","Semi-Furnished","Family",2,"Contact Agent",7,"July"
"571",65000,780,2022-07-07,2,710,"11 out of 14",11,14,"Carpet Area","Ajmera Bhakti Park, Bhakti Park","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"572",45000,540,2022-05-27,2,750,"12 out of 18",12,18,"Carpet Area","Ajmera Bhakti Park, Bhakti Park","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",5,"May"
"573",57000,684,2022-06-12,2,800,"6 out of 7",6,7,"Carpet Area","Chembur","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",6,"June"
"574",27000,324,2022-07-01,1,435,"3 out of 7",3,7,"Carpet Area","Film City Road","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",7,"July"
"575",57000,684,2022-05-30,1,500,"26 out of 44",26,44,"Carpet Area","Lodha New Cuffe Parade, Wadala","Mumbai","Semi-Furnished","Bachelors/Family",1,"Contact Agent",5,"May"
"576",55000,660,2022-06-20,2,800,"1 out of 8",1,8,"Carpet Area","Evershine Grandeur, Mindspace","Mumbai","Furnished","Bachelors/Family",2,"Contact Agent",6,"June"
"577",40000,480,2022-06-15,1,540,"2 out of 4",2,4,"Carpet Area","Vile Parle East","Mumbai","Semi-Furnished","Family",2,"Contact Agent",6,"June"
"578",95000,1140,2022-07-07,2,1050,"25 out of 42",25,42,"Carpet Area","Lodha New Cuffe Parade, Wadala East","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",7,"July"
"579",85000,1020,2022-06-30,2,700,"25 out of 41",25,41,"Carpet Area","Lodha New Cuffe Parade, Wadala","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",6,"June"
"580",300000,3600,2022-06-25,4,1600,"53 out of 78",53,78,"Carpet Area","Trump Tower, Worli","Mumbai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",6,"June"
"581",80000,960,2022-06-29,2,600,"2 out of 5",2,5,"Carpet Area","Breach Candy","Mumbai","Furnished","Bachelors/Family",1,"Contact Agent",6,"June"
"582",13000,156,2022-06-23,1,300,"Ground out of 7",1,7,"Super Area","Malad West","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"583",28000,336,2022-05-15,1,550,"3 out of 4",3,4,"Carpet Area","Ambika Siddhi Apartment, Ghatkopar","Mumbai","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"584",89000,1068,2022-07-06,3,932,"14 out of 20",14,20,"Carpet Area","Powai","Mumbai","Semi-Furnished","Bachelors/Family",3,"Contact Agent",7,"July"
"585",28000,336,2022-05-27,1,450,"13 out of 20",13,20,"Carpet Area","Dina Bama Estate","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",5,"May"
"586",13000,156,2022-05-16,2,600,"2 out of 4",2,4,"Carpet Area","Mira Road","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"587",24000,288,2022-07-04,1,424,"16 out of 23",16,23,"Carpet Area","Sethia Kalpavruksh Heights, Irani Wada","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",7,"July"
"588",38000,456,2022-07-06,2,560,"Ground out of 3",1,3,"Carpet Area","Andheri East","Mumbai","Furnished","Bachelors",2,"Contact Owner",7,"July"
"589",32000,384,2022-06-04,1,450,"10 out of 18",10,18,"Carpet Area","Goregaon West","Mumbai","Unfurnished","Bachelors",2,"Contact Agent",6,"June"
"590",350000,4200,2022-05-14,4,3000,"39 out of 60",39,60,"Carpet Area","Lodha World Crest, Lower Parel","Mumbai","Semi-Furnished","Bachelors/Family",5,"Contact Agent",5,"May"
"591",40000,480,2022-06-06,1,600,"3 out of 7",3,7,"Carpet Area","Lokhandwala Complex","Mumbai","Furnished","Family",2,"Contact Agent",6,"June"
"592",150000,1800,2022-05-27,3,1400,"16 out of 21",16,21,"Carpet Area","darshan ricco Tower","Mumbai","Furnished","Bachelors",3,"Contact Agent",5,"May"
"593",45000,540,2022-07-09,2,630,"10 out of 32",10,32,"Carpet Area","Kanjurmarg West","Mumbai","Unfurnished","Bachelors",2,"Contact Agent",7,"July"
"594",170000,2040,2022-07-02,3,1400,"4 out of 8",4,8,"Carpet Area","Khar West","Mumbai","Unfurnished","Bachelors/Family",3,"Contact Agent",7,"July"
"595",30000,360,2022-05-31,1,320,"12 out of 24",12,24,"Super Area","Worli","Mumbai","Furnished","Family",1,"Contact Owner",5,"May"
"596",210000,2520,2022-06-24,2,1000,"4 out of 8",4,8,"Carpet Area","Bandra West","Mumbai","Unfurnished","Bachelors",2,"Contact Agent",6,"June"
"597",75000,900,2022-07-06,3,1150,"32 out of 41",32,41,"Carpet Area","Kanakia Levels, Malad East","Mumbai","Unfurnished","Bachelors/Family",3,"Contact Agent",7,"July"
"598",47000,564,2022-07-09,2,751,"3 out of 30",3,30,"Carpet Area","Kalpataru Towers, Akurli Nagar","Mumbai","Semi-Furnished","Family",2,"Contact Agent",7,"July"
"599",14000,168,2022-06-20,2,570,"4 out of 7",4,7,"Carpet Area","Kailash Tower, Nalasopara","Mumbai","Furnished","Family",2,"Contact Agent",6,"June"
"600",55000,660,2022-07-06,2,696,"13 out of 21",13,21,"Carpet Area","Chandivali","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"601",120000,1440,2022-07-09,4,1600,"9 out of 29",9,29,"Carpet Area","Anant Bhoomi, Mahavir Nagar","Mumbai","Unfurnished","Family",4,"Contact Agent",7,"July"
"602",300000,3600,2022-07-06,3,2500,"47 out of 89",47,89,"Carpet Area","India Bulls Sky Forest, Lower Parel","Mumbai","Semi-Furnished","Bachelors",3,"Contact Agent",7,"July"
"603",70000,840,2022-07-06,3,1150,"7 out of 41",7,41,"Carpet Area","Kanakia Levels, Malad East","Mumbai","Unfurnished","Bachelors/Family",3,"Contact Agent",7,"July"
"604",150000,1800,2022-06-03,3,1500,"7 out of 10",7,10,"Carpet Area","Almeida Park, Turner Road","Mumbai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",6,"June"
"605",62000,744,2022-06-16,3,950,"6 out of 7",6,7,"Carpet Area","Bhakti Park","Mumbai","Furnished","Bachelors/Family",3,"Contact Agent",6,"June"
"606",42000,504,2022-05-18,2,750,"11 out of 21",11,21,"Carpet Area","RNA ROYALE PARK, Kandivali West","Mumbai","Unfurnished","Bachelors",2,"Contact Agent",5,"May"
"607",130000,1560,2022-05-23,2,715,"5 out of 10",5,10,"Carpet Area","Bandra West","Mumbai","Furnished","Bachelors/Family",2,"Contact Agent",5,"May"
"608",170000,2040,2022-05-14,3,1337,"28 out of 30",28,30,"Carpet Area","Oberoi Splendor Grande, Agarkar Chowk","Mumbai","Furnished","Bachelors/Family",3,"Contact Agent",5,"May"
"609",20000,240,2022-06-27,3,737,"13 out of 15",13,15,"Carpet Area","Ekta Parksville, Virar West","Mumbai","Semi-Furnished","Bachelors",3,"Contact Agent",6,"June"
"610",41000,492,2022-05-18,2,750,"6 out of 21",6,21,"Carpet Area","RNA ROYALE PARK, Kandivali West","Mumbai","Unfurnished","Bachelors",2,"Contact Agent",5,"May"
"611",65000,780,2022-06-03,2,760,"4 out of 7",4,7,"Carpet Area","Prabhadevi","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",6,"June"
"612",50000,600,2022-06-17,2,750,"8 out of 16",8,16,"Carpet Area","Green Park Apartment, Millat Nagar","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",6,"June"
"613",85000,1020,2022-07-01,2,650,"2 out of 6",2,6,"Carpet Area","Breach Candy","Mumbai","Semi-Furnished","Bachelors",2,"Contact Agent",7,"July"
"614",50000,600,2022-05-31,2,1000,"4 out of 7",4,7,"Super Area","Ghatkopar East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"615",30000,360,2022-04-28,1,570,"Ground out of 3",1,3,"Carpet Area","Kurla West","Mumbai","Unfurnished","Bachelors/Family",1,"Contact Owner",4,"April"
"616",120000,1440,2022-07-04,2,900,"5 out of 19",5,19,"Carpet Area","Beach Towers, Prabhadevi","Mumbai","Semi-Furnished","Family",2,"Contact Agent",7,"July"
"617",60000,720,2022-07-09,2,760,"3 out of 11",3,11,"Carpet Area","Kolte Patil Jai Vijay, New Airport Colony","Mumbai","Unfurnished","Family",2,"Contact Agent",7,"July"
"618",110000,1320,2022-07-09,3,1500,"17 out of 42",17,42,"Carpet Area","Lodha New Cuffe Parade, Bhakti Park","Mumbai","Unfurnished","Bachelors/Family",4,"Contact Agent",7,"July"
"619",84500,1014,2022-07-04,3,1150,"10 out of 12",10,12,"Carpet Area","Chembur East","Mumbai","Unfurnished","Family",3,"Contact Agent",7,"July"
"620",80000,960,2022-06-20,3,1100,"8 out of 28",8,28,"Carpet Area","HDIL Metropolis, 4 Bunglows","Mumbai","Semi-Furnished","Family",3,"Contact Agent",6,"June"
"621",50000,600,2022-05-18,3,1000,"9 out of 15",9,15,"Carpet Area","Heena Gaurav Jewels, Gokuldham","Mumbai","Furnished","Bachelors/Family",3,"Contact Agent",5,"May"
"622",40000,480,2022-06-13,2,720,"14 out of 22",14,22,"Carpet Area","shabri shan","Mumbai","Unfurnished","Bachelors",2,"Contact Agent",6,"June"
"623",34000,408,2022-07-09,1,365,"18 out of 40",18,40,"Carpet Area","Malad East","Mumbai","Furnished","Family",1,"Contact Agent",7,"July"
"624",220000,2640,2022-07-09,4,2000,"9 out of 17",9,17,"Carpet Area","Juhu Tara","Mumbai","Furnished","Bachelors/Family",4,"Contact Agent",7,"July"
"625",25000,300,2022-07-07,1,400,"2 out of 13",2,13,"Carpet Area","Mindspace, Mindspace","Mumbai","Unfurnished","Bachelors/Family",1,"Contact Agent",7,"July"
"626",150000,1800,2022-05-17,3,1330,"12 out of 45",12,45,"Carpet Area","Oberoi Esquire, Goregaon East","Mumbai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",5,"May"
"627",85000,1020,2022-06-04,3,850,"25 out of 35",25,35,"Carpet Area","Oberoi Woods, Goregaon East","Mumbai","Semi-Furnished","Family",3,"Contact Agent",6,"June"
"628",180000,2160,2022-06-25,4,2000,"4 out of 14",4,14,"Carpet Area","Vertical Bliss, Bandra West","Mumbai","Furnished","Bachelors/Family",5,"Contact Agent",6,"June"
"629",40000,480,2022-05-14,2,700,"2 out of 6",2,6,"Carpet Area","Sher E Punjab Society","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",5,"May"
"630",50000,600,2022-05-28,2,900,"7 out of 15",7,15,"Carpet Area","Oshiwara","Mumbai","Semi-Furnished","Bachelors",2,"Contact Agent",5,"May"
"631",38000,456,2022-07-09,2,650,"10 out of 16",10,16,"Carpet Area","Nirmal Lifestyle, LBS Marg","Mumbai","Furnished","Family",2,"Contact Agent",7,"July"
"632",310000,3720,2022-06-04,4,2600,"Upper Basement out of 20",-1,20,"Carpet Area","Lokhandwala Complex","Mumbai","Unfurnished","Family",4,"Contact Agent",6,"June"
"633",50000,600,2022-06-30,2,680,"5 out of 14",5,14,"Carpet Area","Chembur","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",6,"June"
"634",65000,780,2022-07-06,3,950,"Upper Basement out of 9",-1,9,"Carpet Area","Tilak Nagar - Harbour Line","Mumbai","Semi-Furnished","Bachelors/Family",3,"Contact Agent",7,"July"
"635",210000,2520,2022-05-18,4,1783,"5 out of 20",5,20,"Carpet Area","GREEN PARK","Mumbai","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"636",150000,1800,2022-05-18,3,1330,"Upper Basement out of 40",-1,40,"Carpet Area","Lodha Ajuro tower lalbag","Mumbai","Unfurnished","Bachelors/Family",3,"Contact Agent",5,"May"
"637",32000,384,2022-06-10,1,565,"1 out of 8",1,8,"Super Area","Lake Bloom, Powai","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"638",26000,312,2022-05-26,1,450,"4 out of 8",4,8,"Carpet Area","Kalina","Mumbai","Unfurnished","Bachelors/Family",1,"Contact Agent",5,"May"
"639",60000,720,2022-06-08,2,710,"5 out of 18",5,18,"Carpet Area","Bhakti Park, Bhakti Park","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",6,"June"
"640",190000,2280,2022-07-09,3,1514,"34 out of 58",34,58,"Carpet Area","Bombay Dyeing Two ICC, Dadar East","Mumbai","Semi-Furnished","Bachelors/Family",4,"Contact Agent",7,"July"
"641",100000,1200,2022-06-16,3,1080,"5 out of 8",5,8,"Carpet Area","Santacruz West","Mumbai","Unfurnished","Bachelors/Family",3,"Contact Agent",6,"June"
"642",35000,420,2022-05-14,2,700,"5 out of 8",5,8,"Carpet Area","MUKTA MAHEK, Thakur Complex","Mumbai","Unfurnished","Family",2,"Contact Agent",5,"May"
"643",68000,816,2022-06-17,3,890,"11 out of 19",11,19,"Carpet Area","Kanakia Rainforest, Marol","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",6,"June"
"644",150000,1800,2022-07-08,3,1250,"5 out of 8",5,8,"Carpet Area","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",3,"Contact Agent",7,"July"
"645",18000,216,2022-06-04,1,300,"4 out of 6",4,6,"Super Area","Vile Parle West","Mumbai","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"646",55000,660,2022-07-06,2,720,"5 out of 7",5,7,"Carpet Area","Dheeraj Swapna Apartment, Pali Hill","Mumbai","Unfurnished","Bachelors/Family",2,"Contact Agent",7,"July"
"647",65000,780,2022-07-03,3,825,"20 out of 22",20,22,"Carpet Area","Lokhandwala Complex","Mumbai","Furnished","Family",3,"Contact Agent",7,"July"
"648",80000,960,2022-06-04,2,500,"1 out of 5",1,5,"Carpet Area","Vile Parle East","Mumbai","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"649",53000,636,2022-07-06,2,750,"12 out of 19",12,19,"Carpet Area","Lake Florence, Powai","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"650",80000,960,2022-06-17,2,750,"15 out of 18",15,18,"Carpet Area","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Contact Agent",6,"June"
"651",18000,216,2022-06-30,1,360,"3 out of 7",3,7,"Carpet Area","Anita, Lokhandwala Twp","Mumbai","Furnished","Bachelors/Family",1,"Contact Agent",6,"June"
"652",250000,3000,2022-06-23,4,1545,"65 out of 78",65,78,"Carpet Area","Trump Tower, Worli","Mumbai","Semi-Furnished","Family",5,"Contact Agent",6,"June"
"653",17500,210,2022-07-07,1,400,"4 out of 4",4,4,"Carpet Area","Evershine Nagar","Mumbai","Unfurnished","Bachelors/Family",1,"Contact Agent",7,"July"
"654",43000,516,2022-07-09,3,750,"6 out of 16",6,16,"Carpet Area","Mahavir Nagar","Mumbai","Unfurnished","Family",2,"Contact Agent",7,"July"
"655",13500,162,2022-05-26,1,432,"5 out of 8",5,8,"Carpet Area","Hiral Greens, Mira Road East","Mumbai","Unfurnished","Family",2,"Contact Agent",5,"May"
"656",18000,216,2022-05-23,2,780,"17 out of 22",17,22,"Carpet Area","Man Opus, Mira Road","Mumbai","Unfurnished","Family",2,"Contact Agent",5,"May"
"657",75000,900,2022-05-31,2,695,"4 out of 7",4,7,"Carpet Area","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",1,"Contact Agent",5,"May"
"658",18000,216,2022-07-07,1,375,"6 out of 24",6,24,"Carpet Area","Prasanna Vastu Chs, Jankalyan Nagar","Mumbai","Unfurnished","Bachelors/Family",1,"Contact Agent",7,"July"
"659",160000,1920,2022-06-08,3,1095,"40 out of 75",40,75,"Carpet Area","Lodha The Park, Worli","Mumbai","Semi-Furnished","Bachelors/Family",3,"Contact Agent",6,"June"
